New PAW TMT results file!																																																										
"Program ""PAW_protein_grouper.py"" run on Fri Apr 24 07:35:32 2020"																																																										
21	1	CONT_120|gi|125108|sp|P08729|K2C7_HUMAN (+1)	CONT_120|gi|125108|sp|P08729|K2C7_HUMAN&CONT_140|gi|88045|pir||S05602	 	"CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P17661|DESM_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN"	contaminant	58.2	469	51334	"KERATIN, TYPE II CYTOSKELETAL 7 (CYTOKERATIN 7) (K7) (CK 7) [Homo sapiens]."	340	12	0.035	97	149	94	2	7	3	16.486	29.904	16.906	2	118588.9473	37712.22412	38128.28565	53140.92871	152253.293	183069.3291	186984.748	19996.03564	19056.72949	134011.7178	150	7	263897.2489	988785.7498	1953870.303	375371.9895	1187627.575	6268731.844	137408.8417	976316.5504	474739.9216	1095352.481	150	3	38543.92895	52746.6709	72009.27783	174441.1138	349295.7422	414428.3828	239429.1836	83271.12305	122104.1768	134183.0547	2818.606201
27	1	CONT_151|gi|1000379|bbs|168429	 	 	"CONT_046|gi|88041|pir||A31994, CONT_074|gi|1070608|pir||KRHU9, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P35527|K1C9_HUMAN"	contaminant	94.1	17	1982	"(S78515) type I keratin K17 [human, Jackson-Lawler pachyonychia congenita patient 2, Peptide Partial Mutant, 17 aa]."	10	2	0.2	3	3	4	1	0	1	1.006	0.01	1.01	1	38554.55078	24842.33398	13475.36133	49687.53516	179263.7656	118122.2891	57556.24609	7100.621094	7925.804688	60782.875	150	0	0	0	0	0	0	0	0	0	0	0	0	1	55193.22266	36416.74219	33748.77344	190109.8125	47221.93359	194045.7031	51365.78125	33287.18359	13899.11133	55256.33984	150
28	1	CONT_154|gi|1181996 (+4)	CONT_154|gi|1181996&CONT_174|gi|1903220|gnl|PID|e255346&CONT_178|gi|2190400|gnl|PID|e321549&sp|O43790|KRT86_HUMAN&sp|Q14533|KRT81_HUMAN	 	"CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q5XKE5|K2C79_HUMAN"	contaminant	5.4	425	47034	(X81420) hair type II basic keratin [Homo sapiens].	32	3	0.094	10	11	11	1	1	1	1.013	1.014	1.014	1	19601.21094	24779.97266	18100.76172	29631.4082	18194.73828	30037.25781	35524.29688	22303.8418	22141.24023	43648.15625	150	1	6427.503906	60363.02734	176147.5469	16393.92578	23804.07813	16546.94727	14440.46777	9526.191406	11008.03418	41851.96875	150	1	4595.324219	8367.087891	26732.64844	7815.058105	24344.94727	52972.75781	32149.10742	41054.30859	5583.717773	35678.66406	150
29	1	CONT_156|gi|1363944|pir||JC4313 (+1)	CONT_156|gi|1363944|pir||JC4313&sp|P08779|K1C16_HUMAN	 	"CONT_046|gi|88041|pir||A31994, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_167|gi|1668744|gnl|PID|e195475, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P13646|K1C13_HUMAN, sp|P35527|K1C9_HUMAN"	contaminant	65.1	473	51237	"type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa]."	121	36	0.298	30	41	50	6	10	20	13.851	18.495	29.04	6	184782.0117	118163.8191	56328.23712	130395.3538	372281.1182	185434.6047	122157.8242	47675.08398	25268.94495	440902.3242	558.738159	10	215999.5146	812652.542	437012.5078	457542.0731	670210.6719	206085.0234	724575.4868	587271.0558	269463.0797	671700.7964	10478.63489	20	1311230.145	266248.2523	268690.9168	3576852.132	100068.3486	631927.4153	275233.0845	117841.6089	105361.1941	383808.4585	150
33	1	CONT_177|gi|2134977|pir||S60152	 	 	"CONT_074|gi|1070608|pir||KRHU9, CONT_177|gi|2134977|pir||S60152, sp|P08727|K1C19_HUMAN"	contaminant	30	50	5719	cytokeratin 19 (fragment) [Homo sapiens].	9	1	0.111	2	5	2	0	1	0	0.008	1.015	0.008	0	0	0	0	0	0	0	0	0	0	0	0	1	3285.407471	3176.092285	15389.46875	2086.005859	21863.55469	17585.41016	4620.694336	103631.5	3529.593262	23026.11328	150	0	0	0	0	0	0	0	0	0	0	0	0
34	1	REV_A7E2Y1	 	 	"REV_A7E2Y1, sp|P35241|RADI_HUMAN"	reversed	1.2	1983	225842	REVERSED.	4	3	0.75	2	1	1	1	1	1	1.05	1	1	1	1494.348999	3129.904053	2180.271484	2568.487793	4035.516602	2582.077637	2901.180908	150	150	2170.203857	150	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
35	1	REV_O14686	 	 	"REV_O14686, sp|P28066|PSA5_HUMAN"	reversed	0.3	5537	593383	REVERSED.	13	9	0.692	2	5	6	0	4	5	0	4.16	5.172	0	0	0	0	0	0	0	0	0	0	0	0	4	6865.153687	45380.12842	64276.82324	21694.42847	31082.47022	35499.21191	19779.63989	16190.66406	20656.89502	31239.47461	150	5	15876.69836	65585.58154	135624.625	85215.05518	129039.9932	193294.8828	209957.1504	44595.06299	18624.48877	66912.32568	150
36	1	REV_O15020	 	 	 	reversed	0.8	2390	271322	REVERSED.	2	2	1	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31144.39746	52871	58677.10352	42834.89648	69704.88086	203762.5039	114567.7773	37205.41309	20839.84277	56512.65234	150
37	1	REV_O15078	 	 	"REV_O15078, sp|P38646|GRP75_HUMAN, sp|Q9BZE4|NOG1_HUMAN"	reversed	1.5	2479	290382	REVERSED.	6	1	0.167	1	4	1	0	0	1	0.003	0.041	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	150	2175.720215	1975.539551	1451.413086	2447.990479	3401.816406	4678.959473	2926.358643	150	2231.277344	150
38	1	REV_O94986	 	 	 	reversed	1.6	1710	195624	REVERSED.	2	2	1	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17418.11719	55196.27637	262644.7803	230419.1055	718043.0713	281376.8535	216969.8906	361866.0923	34540.56152	254147.0771	150
39	1	REV_P02679	 	 	"REV_P02679, sp|P02679|FIBG_HUMAN"	reversed	3.3	453	51511	REVERSED.	10	1	0.1	5	2	3	1	0	0	1.032	0	0	1	57096.89844	173678.625	35901.72656	389839.25	86028.74219	43094.46484	108591.2734	33871.66016	52469.99219	166164.125	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	1	REV_P0DKB5	 	 	 	reversed	11.3	382	40399	REVERSED.	8	8	1	3	2	3	3	2	3	3	2	3	3	50070.67481	57521.57031	59399.98828	63794.3916	141919.6738	82257.67774	77526.96875	24007.15479	1225001.138	216996.6133	49037.63672	2	26261.37793	10239.54541	13627.38721	36421.02979	19605.70459	1136607.469	150	132636.3809	21342.12061	93657.625	150	3	95661.45007	34137.37891	63104	112407.0264	33560.5752	53827.49609	129229.4814	58465.51318	64131.11597	149883.0732	150
41	1	REV_P10412	 	 	"REV_P10412, REV_P16401, REV_P16402"	reversed	10	219	21865	REVERSED.	3	1	0.333	0	2	1	0	1	0	0	1.333	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1	4358.25293	13672.2793	65948.76563	14006.08887	33798.41797	48089.82813	10749.23731	10072.13184	11889.4834	29345.86914	150	0	0	0	0	0	0	0	0	0	0	0	0
43	1	REV_P16402	 	 	"REV_P10412, REV_P16402"	reversed	7.7	221	22350	REVERSED.	3	2	0.667	0	3	0	0	2	0	0	2.667	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7408.64917	26479.31641	17301.00854	10306.0105	10062.57275	19324.23145	21094.22852	10233.00195	10343.1145	29300.4043	150	0	0	0	0	0	0	0	0	0	0	0	0
44	1	REV_P17038	 	 	"REV_P17038, REV_Q8TD23"	reversed	2.6	809	94124	REVERSED.	2	1	0.5	0	0	2	0	0	1	0	0	1.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44233.42188	13824.50293	58980.71875	15378.78906	73721.60938	65703.97656	67520.44531	141516.375	108238.7188	85120.67188	3629.244873
45	1	REV_P20929	 	 	 	reversed	0.5	6669	772905	REVERSED.	3	3	1	0	1	2	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7716.116211	12686.88672	2114.02124	18586.79492	5118.859375	10018.80957	36675.375	40055.49219	19763.86133	14872.79981	910.760803	2	154257.5605	15094.44678	42442.65918	97139.30078	27756.83154	37418.98926	39463.02344	22604.81787	302054.2871	58294.36035	13869.38477
46	1	REV_P29320	 	 	 	reversed	2.6	983	110129	REVERSED.	2	2	1	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	341903.5469	47582.72803	88072.11719	39040.24854	51399.4375	52716.03125	81716.25	86587.14063	65721.12305	71872.98047	1348.571777
47	1	REV_P45954	 	 	 	reversed	6	432	47485	REVERSED.	4	4	1	1	2	1	1	2	1	1	2	1	1	382098.5938	211364.375	208091.9219	281988.2813	3209445	330028.9375	368654.9688	35262.1875	15390.16504	338129.75	150	2	28791.35449	63596.96338	527861.4023	92314.71875	106037.7393	315864.9941	182324.5684	67510.82519	63956.68945	180373.7334	693.495178	1	28263.07422	178740.9688	80165.61719	315439.7813	909438.875	426354.25	832210.875	84892.35938	51416.10156	167816.8281	150
48	1	REV_P53355	 	 	"REV_P53355, sp|P11310|ACADM_HUMAN"	reversed	1.8	1430	160044	REVERSED.	3	2	0.667	0	2	1	0	1	1	0	1.037	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8796.15625	16351.6543	15335.15332	7307.791016	12174.69434	32400.73438	8835.908203	5755.329102	7454.790527	18058.54297	150	1	27328.87891	25501.57617	30664.87305	110218.8281	39229.07031	47576.05469	85535.01563	30480.81445	29106.10156	36023.66797	150
49	1	REV_P61225	 	 	 	reversed	10.4	183	20504	REVERSED.	4	4	1	0	2	2	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	49546.22656	461598.125	603482.125	274375.9063	253649.6875	395790.4063	142062.7969	131539.9844	119121.8438	191897.2188	150	2	67754.96094	560774.625	486779.0374	625380.398	590202.184	1504767.499	1776701.121	339939.2197	91963.9541	446653.1729	150
50	1	REV_Q02040	 	 	 	reversed	2.2	695	80735	REVERSED.	6	6	1	0	3	3	0	3	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	51333.04688	46963.15137	128313.0186	103361.4067	99846.69531	71247.5752	121933.6387	69553.80469	92142.77881	204682.2246	150	3	64797.14502	48099.10803	59534.85852	52119.52588	244931.5195	70061.0249	370120.4668	230439.5516	137838.5376	117114.5637	5352.776855
51	1	REV_Q03468	 	 	 	reversed	1.1	1493	168414	REVERSED.	2	2	1	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	56937.71484	56244.146	88557.66065	35312.2207	158330.1387	53905.74512	174736.8555	194333.989	61485.33154	53035.26953	3010.091553
52	1	REV_Q09666	 	 	 	reversed	0.4	5890	629094	REVERSED.	6	6	1	2	1	3	2	1	3	2	1	3	2	192185.3984	218094.0469	36280.87988	482157.375	495482.0625	116650.0898	387687.625	199660.0781	42523.14258	241535.1328	150	1	152567.8281	222215.2031	131438.8906	31964.85938	64991.12109	76956.17188	94944.17969	385177.4375	149704.2656	224478.7813	8289.46582	3	473865.3516	347427.9023	455661.8203	468848.7539	782446.0078	533452.834	1075647.965	852050.3281	395804.7422	940575.4688	150
53	1	REV_Q13029	 	 	 	reversed	0.8	1718	188913	REVERSED.	2	2	1	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44898.35547	56866.08203	79404.49805	86985.27734	50317.3457	74390.63086	114585.8867	33543.98926	19533.09229	72949.1543	150
54	1	REV_Q13255	 	 	 	reversed	1.7	1194	132356	REVERSED.	2	2	1	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28078.89819	7989.000244	28889.87988	33880.04785	14997.02222	48114.59619	34046.89209	17288.10376	11529.42578	22243.52466	150
55	1	REV_Q13370	 	 	 	reversed	2	1112	124332	REVERSED.	2	2	1	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9786.62793	16557.38721	23167.13477	18175.91504	21663.64014	18696.64209	23412.65967	16540.53784	17041.03662	22397.28418	150	0	0	0	0	0	0	0	0	0	0	0	0
56	1	REV_Q13469	 	 	 	reversed	1.8	925	100145	REVERSED.	2	2	1	2	0	0	2	0	0	2	0	0	2	60946.71777	52672.70899	67540.13281	64882.67969	109910.8477	62882.61914	57430.41211	13383.4917	12499.81397	61487.87305	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	1	REV_Q14571	 	 	 	reversed	1	2701	308060	REVERSED.	4	4	1	1	0	3	1	0	3	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	45703.94922	41022.76953	56866.9375	36231.29297	83753.28125	82583.17188	60237.47266	159039.9531	36805.66797	76929.10938	1630.180176
58	1	REV_Q14721	 	 	 	reversed	4.2	858	95877	REVERSED.	6	6	1	3	2	1	3	2	1	3	2	1	3	355969.0264	248733.8086	345888.417	331964.2939	625159.3789	370884.4629	332580.3838	98325.77734	87123.1416	352027.6416	150	2	4359.241455	25212.13672	25219.21289	21592.99316	19170.73731	34481.95947	18373.09473	10950.33252	12003.3833	23349.29492	150	1	208644.6406	459037.375	191079.7344	152059.4375	365623.2188	669190.5	371915.4688	134955.4844	62401.75781	212603.3125	150
59	1	REV_Q15678	 	 	 	reversed	2.8	1187	135259	REVERSED.	3	3	1	0	2	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4292.189697	7413.880616	42598.66406	20133.48633	14836.3208	69796.95703	17116.99854	10905.18701	14792.01392	33585.85742	150	1	1709.91748	2076.266357	2382.290283	61210.77344	3444.079834	6720.736816	4125.508301	3505.643066	2762.126953	4249.993164	150
60	1	REV_Q16825	 	 	 	reversed	2.6	1174	133279	REVERSED.	3	3	1	1	0	2	1	0	2	1	0	2	1	5022.912598	2392.873291	150	7670.697266	4206.266602	3302.780029	1843.82019	13274.82324	150	6051.265137	150	0	0	0	0	0	0	0	0	0	0	0	0	2	17078.09668	112114.8672	138535.3955	150194.3125	114691.0244	190417.1084	210412.248	53155.56934	28903.87573	109008.2256	150
61	1	REV_Q1W6H9	 	 	 	reversed	5.3	321	33863	REVERSED.	3	3	1	0	1	2	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	8745.963867	37182.59375	62581.5625	43451.88672	34597.58594	84576.35938	27661.55469	16870.17188	23969.50586	40568.5	150	2	49152.48096	71298.08643	73228.11816	105019.9683	56539.87842	151803.5283	92866.48438	38403.01611	24008.39771	63662.34131	150
62	1	REV_Q2LD37	 	 	 	reversed	0.3	5005	555475	REVERSED.	6	6	1	3	3	0	3	3	0	3	3	0	3	37387.95996	126259.582	39370.75781	229346.3594	202152.0859	82916.32031	275717.5078	343807.8555	415457.7871	180706.7734	14203.36377	3	565425.3867	84132.95313	180423.1914	108734.0742	231954.1582	149188.0352	145397.9844	1272770.859	315892.1602	369326.5703	12791.2998	0	0	0	0	0	0	0	0	0	0	0	0
63	1	REV_Q3L8U1	 	 	 	reversed	1.4	2897	326018	REVERSED.	8	8	1	6	2	0	6	2	0	6	2	0	6	112812.1907	383266.2715	239047.2417	975202.0725	475489.3457	377243.2402	384033.2852	198295.9153	63908.99414	443262.3691	150	2	110649.5469	46650.58594	70447.36719	26869.18262	72890.87402	30231.50098	35808.84863	68020.41992	89503.47315	146236.4648	3701.737793	0	0	0	0	0	0	0	0	0	0	0	0
64	1	REV_Q496Y0	 	 	 	reversed	2.5	759	84489	REVERSED.	3	3	1	2	0	1	2	0	1	2	0	1	2	87682.23926	88988.46875	62776.16601	134583.3066	628565.5469	44502.6875	137604.3359	13439.88916	10284.75195	73275.83594	150	0	0	0	0	0	0	0	0	0	0	0	0	1	4363.318359	14085.46582	13636.04785	16315.95606	110068.7734	25359.41602	79098.4375	13260.91113	7194.98877	17420.08594	150
